Age,Monthly_Income,Profession,City_Type,Household_Size,Weekly_Activity_Freq,Sports_Played,Owns_Equipment,Equipment_Owned,Purchase_Channel,Importance_Quality,Importance_Price,Importance_Brand,Importance_Speed,Importance_Sustainability,Importance_Customization,Importance_BundleDeals,Monthly_Equipment_Budget,Willingness_To_Use_App,Influenced_By_Sustainability,Satisfaction_Current_Buying,Purchase_Influencers,Purchase_Challenges,Preference_Rent_Over_Buy,Knowledge_Level,Willing_To_Recommend
19,63224,Homemaker,Tier 2,4,1-2 times,['Tennis'],No,['Balls'],Offline,5,3,2,5,2,5,5,2333,Likely,Yes,3,"['Smart recommendations', 'Eco-friendly packaging', 'Fitness events']","['Not eco-friendly', 'Limited stock', 'No bundling', 'None']",Maybe,Intermediate,Probably
20,49880,Working Professional,Metro,1,5+ times,"['Cycling', 'Basketball', 'Running', 'Cricket']",Yes,"['Shoes', 'Weights']",Online,4,5,2,5,2,3,4,2952,Neutral,No,2,"['Same-day delivery', 'Fitness events', 'Buy-back offers']","['Limited stock', 'Late delivery', 'No bundling', 'Poor quality']",Maybe,Intermediate,Definitely
54,72199,Athlete,Tier 3,5,1-2 times,"['Badminton', 'Basketball', 'Gym', 'Running']",Yes,"['Shoes', 'Weights', 'Rackets']",Both,5,4,1,4,3,4,2,1345,Neutral,Yes,4,"['Personalized discounts', 'Fitness events', 'Loyalty rewards']",['Not eco-friendly'],No,Expert,Not Sure
34,51160,Business Owner,Metro,4,5+ times,"['Cycling', 'Gym', 'Badminton']",Yes,"['Shoes', 'Nets']",Online,5,5,5,5,3,5,4,2873,Likely,Yes,5,"['Same-day delivery', 'Personalized discounts', 'Buy-back offers']","['Poor quality', 'Late delivery']",Yes,Beginner,Probably
19,37080,Retired,Tier 3,3,3-4 times,"['Gym', 'Cricket']",Yes,[],Online,3,4,1,4,4,2,5,1561,Very Unlikely,No,2,"['Eco-friendly packaging', 'Buy-back offers', 'Personalized discounts']","['No bundling', 'Not eco-friendly']",No,Expert,Definitely Not
19,72846,Athlete,Tier 2,4,1-2 times,"['Football', 'Basketball', 'Running']",Yes,['Yoga Mats'],Online,5,4,4,5,1,4,2,931,Very Likely,No,5,"['Fitness events', 'Personalized discounts', 'Same-day delivery']","['Poor personalization', 'No bundling', 'Expensive pricing', 'Poor quality']",Maybe,Intermediate,Definitely
45,58083,Homemaker,Metro,2,3-4 times,"['Badminton', 'Cricket', 'Cycling']",No,['Nets'],Online,3,3,2,3,2,2,3,2579,Unlikely,No,2,"['Smart recommendations', 'Same-day delivery', 'Loyalty rewards']","['None', 'Late delivery', 'Limited stock']",Maybe,Beginner,Definitely
40,34441,Business Owner,Tier 2,2,3-4 times,['Cycling'],Yes,"['Balls', 'Nets', 'Yoga Mats']",Online,5,4,4,3,1,3,5,3032,Neutral,Yes,5,"['Eco-friendly packaging', 'Fitness events', 'Buy-back offers']","['Late delivery', 'None']",No,Expert,Definitely
54,47144,Homemaker,Tier 3,3,1-2 times,['Gym'],No,['Rackets'],Both,3,2,4,5,5,5,5,4070,Likely,Yes,2,"['Eco-friendly packaging', 'Buy-back offers', 'Smart recommendations']","['No bundling', 'Limited stock']",No,Beginner,Probably
49,36865,Working Professional,Tier 2,1,5+ times,['Gym'],Yes,"['Weights', 'Rackets', 'Balls']",Both,5,2,3,4,2,2,2,1040,Likely,Yes,5,"['Smart recommendations', 'Personalized discounts', 'Fitness events']","['Limited stock', 'No bundling', 'Poor quality']",No,Beginner,Probably Not
50,29258,Student,Tier 3,5,3-4 times,"['Cycling', 'Badminton']",Yes,[],Online,3,3,3,3,1,3,2,2559,Likely,No,3,"['Eco-friendly packaging', 'Loyalty rewards', 'Personalized discounts']","['No bundling', 'Poor personalization']",No,Intermediate,Definitely
18,63892,Business Owner,Tier 3,4,1-2 times,['Football'],No,['Nets'],Online,4,5,4,4,4,5,3,1672,Neutral,No,1,"['Loyalty rewards', 'Personalized discounts', 'Same-day delivery']",['Poor quality'],No,Intermediate,Not Sure
36,78641,Working Professional,Metro,2,3-4 times,['Cycling'],No,"['Nets', 'Balls', 'Weights']",Online,3,5,2,5,4,3,5,2626,Very Likely,No,2,"['Same-day delivery', 'Fitness events', 'Eco-friendly packaging']","['Expensive pricing', 'Late delivery']",Maybe,Beginner,Probably
19,29021,Working Professional,Metro,1,5+ times,"['Tennis', 'Basketball']",Yes,"['Rackets', 'Balls']",Online,3,5,4,5,2,2,2,823,Likely,Yes,3,"['Buy-back offers', 'Same-day delivery', 'Personalized discounts']","['Poor personalization', 'No bundling', 'Poor quality']",No,Beginner,Not Sure
43,58444,Business Owner,Tier 2,3,1-2 times,"['Cricket', 'Gym']",Yes,"['Nets', 'Balls', 'Weights']",Online,3,2,3,3,5,3,3,989,Very Unlikely,Yes,1,"['Personalized discounts', 'Same-day delivery', 'Fitness events']",['No bundling'],Yes,Intermediate,Definitely
49,40240,Homemaker,Metro,2,5+ times,"['Cycling', 'Cricket', 'Badminton', 'Gym']",Yes,['Weights'],Both,5,5,2,5,4,4,3,1379,Likely,Yes,2,"['Buy-back offers', 'Same-day delivery', 'Eco-friendly packaging']","['Expensive pricing', 'Not eco-friendly']",Maybe,Intermediate,Not Sure
23,42693,Retired,Tier 3,3,1-2 times,['Tennis'],Yes,[],Online,5,5,4,3,4,5,2,2063,Very Likely,Yes,3,"['Buy-back offers', 'Fitness events', 'Same-day delivery']","['Late delivery', 'No bundling', 'Poor quality', 'Not eco-friendly']",Maybe,Intermediate,Definitely
49,41114,Working Professional,Tier 3,4,3-4 times,['Gym'],Yes,['Balls'],Online,5,3,5,4,5,3,5,1487,Neutral,Yes,3,"['Personalized discounts', 'Fitness events', 'Same-day delivery']",['Not eco-friendly'],Yes,Expert,Not Sure
21,37040,Athlete,Metro,5,3-4 times,['Cycling'],Yes,['Yoga Mats'],Online,4,5,5,3,1,2,4,2527,Unlikely,Maybe,3,"['Eco-friendly packaging', 'Smart recommendations', 'Personalized discounts']",['None'],Yes,Beginner,Definitely
28,50727,Working Professional,Metro,2,1-2 times,"['Football', 'Gym', 'Basketball', 'Badminton']",Yes,"['Rackets', 'Balls', 'Shoes']",Both,4,2,4,3,4,5,4,2821,Very Likely,Maybe,4,"['Buy-back offers', 'Personalized discounts', 'Same-day delivery']","['Not eco-friendly', 'Late delivery', 'Poor personalization', 'No bundling']",Maybe,Beginner,Probably
34,37535,Retired,Tier 2,2,1-2 times,['Gym'],No,"['Shoes', 'Weights']",Both,3,2,2,4,3,4,3,2479,Likely,No,5,"['Personalized discounts', 'Buy-back offers', 'Loyalty rewards']","['Not eco-friendly', 'Limited stock', 'Expensive pricing', 'Poor personalization']",No,Intermediate,Not Sure
55,54056,Homemaker,Metro,4,3-4 times,"['Football', 'Gym', 'Basketball', 'Badminton']",Yes,['Weights'],Both,4,2,4,3,4,5,4,3295,Likely,Yes,1,"['Personalized discounts', 'Fitness events', 'Buy-back offers']","['Late delivery', 'Not eco-friendly']",Maybe,Intermediate,Definitely
41,49246,Homemaker,Tier 3,1,3-4 times,"['Badminton', 'Gym', 'Tennis']",Yes,"['Shoes', 'Weights']",Both,3,3,4,3,1,4,4,2332,Unlikely,Yes,5,"['Loyalty rewards', 'Buy-back offers', 'Fitness events']","['None', 'Not eco-friendly']",Maybe,Beginner,Definitely
22,46415,Athlete,Metro,5,3-4 times,"['Gym', 'Tennis', 'Running', 'Basketball']",Yes,"['Yoga Mats', 'Weights', 'Nets']",Online,3,3,3,5,1,5,2,1026,Unlikely,Maybe,5,"['Smart recommendations', 'Fitness events', 'Loyalty rewards']","['Poor personalization', 'Late delivery', 'None']",Yes,Beginner,Probably
51,36386,Working Professional,Tier 2,2,1-2 times,"['Basketball', 'Football', 'Tennis']",No,"['Yoga Mats', 'Nets']",Online,3,4,5,4,2,3,3,3090,Likely,Yes,5,"['Personalized discounts', 'Loyalty rewards', 'Smart recommendations']","['Late delivery', 'Not eco-friendly', 'Poor quality']",Maybe,Expert,Probably
23,41348,Homemaker,Metro,5,5+ times,['Cycling'],No,"['Balls', 'Shoes', 'Rackets']",Offline,4,5,3,3,3,3,5,1515,Neutral,Maybe,3,"['Fitness events', 'Buy-back offers', 'Personalized discounts']",['Expensive pricing'],No,Expert,Probably
39,61330,Retired,Tier 2,2,3-4 times,"['Basketball', 'Badminton', 'Cycling']",Yes,[],Online,5,3,3,4,1,2,3,2728,Likely,Yes,5,"['Eco-friendly packaging', 'Loyalty rewards', 'Fitness events']","['Poor quality', 'Limited stock', 'Not eco-friendly', 'None']",Yes,Intermediate,Definitely
28,57513,Business Owner,Metro,5,5+ times,"['Badminton', 'Tennis', 'Running', 'Cricket']",No,"['Shoes', 'Yoga Mats']",Offline,4,2,4,4,5,4,2,3258,Likely,Yes,4,"['Same-day delivery', 'Buy-back offers', 'Fitness events']","['Late delivery', 'Limited stock', 'None', 'Poor personalization']",Maybe,Beginner,Definitely
33,35336,Student,Tier 2,3,1-2 times,"['Badminton', 'Basketball']",Yes,"['Yoga Mats', 'Nets']",Online,3,2,3,3,3,2,4,2365,Neutral,Maybe,2,"['Fitness events', 'Personalized discounts', 'Eco-friendly packaging']","['Limited stock', 'No bundling', 'Poor quality']",Maybe,Expert,Probably
50,51489,Student,Metro,2,3-4 times,"['Tennis', 'Running', 'Badminton']",Yes,[],Online,3,3,5,5,3,3,5,803,Very Likely,Yes,3,"['Buy-back offers', 'Eco-friendly packaging', 'Same-day delivery']",['Late delivery'],No,Expert,Definitely
26,61270,Student,Tier 2,5,3-4 times,"['Gym', 'Tennis', 'Cycling']",Yes,"['Nets', 'Weights']",Offline,4,3,3,4,5,4,3,1265,Very Likely,No,1,"['Loyalty rewards', 'Fitness events', 'Eco-friendly packaging']",['No bundling'],Maybe,Intermediate,Probably Not
23,24958,Working Professional,Tier 3,1,1-2 times,['Running'],Yes,[],Offline,3,3,5,3,4,2,4,3058,Likely,No,2,"['Smart recommendations', 'Buy-back offers', 'Loyalty rewards']","['None', 'No bundling', 'Poor quality']",Maybe,Expert,Definitely
33,58150,Athlete,Metro,3,3-4 times,"['Tennis', 'Badminton', 'Running', 'Football']",No,['Rackets'],Both,3,4,3,4,5,2,3,1864,Unlikely,Yes,2,"['Fitness events', 'Eco-friendly packaging', 'Smart recommendations']","['Not eco-friendly', 'No bundling', 'Late delivery']",Maybe,Expert,Probably
46,40060,Homemaker,Metro,3,Never,"['Football', 'Basketball', 'Badminton']",No,"['Nets', 'Weights', 'Rackets']",Online,4,2,5,5,5,2,5,2063,Unlikely,Yes,2,"['Personalized discounts', 'Loyalty rewards', 'Eco-friendly packaging']","['Not eco-friendly', 'Late delivery', 'Poor quality']",Maybe,Expert,Definitely
20,58558,Business Owner,Metro,1,3-4 times,"['Gym', 'Cricket', 'Football']",Yes,[],Offline,4,4,3,5,4,2,3,2607,Likely,No,5,"['Personalized discounts', 'Buy-back offers', 'Eco-friendly packaging']","['Late delivery', 'Limited stock']",No,Expert,Definitely
37,38551,Retired,Tier 2,5,3-4 times,"['Badminton', 'Football', 'Cycling']",Yes,"['Nets', 'Shoes']",Online,4,4,3,5,4,2,3,2557,Neutral,No,5,"['Personalized discounts', 'Smart recommendations', 'Loyalty rewards']",['Poor personalization'],Maybe,Intermediate,Probably
53,22926,Business Owner,Tier 2,4,Never,"['Basketball', 'Cricket', 'Cycling']",Yes,[],Online,3,5,2,3,4,4,3,2223,Very Likely,Yes,3,"['Smart recommendations', 'Fitness events', 'Personalized discounts']",['Poor personalization'],Maybe,Intermediate,Probably
36,25586,Retired,Tier 2,1,3-4 times,"['Tennis', 'Running']",Yes,"['Shoes', 'Rackets']",Online,3,2,5,3,4,2,4,1833,Neutral,Maybe,5,"['Smart recommendations', 'Eco-friendly packaging', 'Same-day delivery']",['Not eco-friendly'],Maybe,Intermediate,Definitely
43,50721,Working Professional,Metro,5,3-4 times,"['Football', 'Tennis', 'Cycling', 'Badminton']",Yes,['Rackets'],Online,5,2,5,5,4,4,5,1749,Likely,Yes,5,"['Buy-back offers', 'Eco-friendly packaging', 'Fitness events']","['Expensive pricing', 'No bundling', 'Limited stock']",Yes,Intermediate,Definitely
20,53895,Student,Metro,1,Never,['Tennis'],Yes,[],Online,5,3,5,3,5,2,5,2686,Likely,Yes,5,"['Buy-back offers', 'Smart recommendations', 'Personalized discounts']","['Expensive pricing', 'Late delivery', 'Poor quality']",No,Intermediate,Definitely
36,36435,Working Professional,Tier 2,1,5+ times,['Cycling'],Yes,['Nets'],Online,4,3,1,5,2,3,4,2442,Likely,Yes,3,"['Eco-friendly packaging', 'Personalized discounts', 'Loyalty rewards']","['Poor quality', 'Poor personalization', 'Expensive pricing']",Yes,Expert,Not Sure
37,59578,Athlete,Metro,2,5+ times,"['Running', 'Tennis']",Yes,"['Nets', 'Rackets', 'Weights']",Online,5,5,3,3,2,3,4,1794,Unlikely,Yes,3,"['Personalized discounts', 'Loyalty rewards', 'Same-day delivery']","['None', 'Late delivery', 'Poor quality']",Yes,Intermediate,Probably
49,25077,Athlete,Tier 3,5,3-4 times,"['Tennis', 'Football', 'Gym', 'Cricket']",Yes,"['Weights', 'Yoga Mats']",Online,3,4,5,5,1,2,4,2865,Likely,Yes,4,"['Eco-friendly packaging', 'Loyalty rewards', 'Same-day delivery']","['No bundling', 'Poor quality', 'Poor personalization', 'Not eco-friendly']",No,Intermediate,Definitely
24,49008,Retired,Metro,4,Never,"['Football', 'Cycling', 'Tennis']",Yes,"['Weights', 'Shoes']",Online,5,3,1,4,2,5,2,1896,Neutral,Maybe,4,"['Buy-back offers', 'Fitness events', 'Personalized discounts']","['Expensive pricing', 'Not eco-friendly', 'No bundling']",Yes,Intermediate,Probably
58,31834,Homemaker,Tier 2,2,3-4 times,"['Tennis', 'Football']",No,['Shoes'],Online,3,3,2,5,2,3,3,1318,Very Likely,Yes,4,"['Same-day delivery', 'Loyalty rewards', 'Eco-friendly packaging']","['None', 'Late delivery']",Yes,Intermediate,Not Sure
50,40222,Homemaker,Metro,1,3-4 times,"['Running', 'Cricket', 'Badminton', 'Football']",Yes,"['Weights', 'Yoga Mats', 'Rackets']",Online,4,2,5,5,5,4,3,1392,Very Unlikely,Yes,4,"['Fitness events', 'Buy-back offers', 'Smart recommendations']","['Late delivery', 'Poor quality', 'None', 'No bundling']",Yes,Intermediate,Not Sure
57,50710,Retired,Metro,1,1-2 times,"['Football', 'Tennis', 'Running']",No,[],Offline,4,2,5,3,4,2,5,1217,Very Likely,Yes,2,"['Same-day delivery', 'Smart recommendations', 'Personalized discounts']","['Expensive pricing', 'Poor quality', 'Poor personalization', 'Not eco-friendly']",No,Beginner,Probably Not
56,37093,Athlete,Tier 2,1,3-4 times,"['Running', 'Gym']",Yes,[],Online,3,3,1,3,4,4,3,1782,Very Likely,No,2,"['Smart recommendations', 'Buy-back offers', 'Fitness events']","['Expensive pricing', 'Not eco-friendly', 'Poor personalization']",Maybe,Intermediate,Definitely
35,44231,Athlete,Tier 2,5,3-4 times,"['Gym', 'Cycling', 'Tennis', 'Badminton']",No,"['Shoes', 'Weights']",Online,5,2,3,3,5,5,2,2986,Neutral,Maybe,4,"['Personalized discounts', 'Eco-friendly packaging', 'Smart recommendations']",['None'],No,Beginner,Definitely
57,65094,Athlete,Tier 3,5,3-4 times,['Cycling'],No,['Yoga Mats'],Online,4,5,2,3,2,2,4,1355,Very Likely,Yes,4,"['Smart recommendations', 'Loyalty rewards', 'Fitness events']","['None', 'No bundling', 'Limited stock']",No,Beginner,Definitely
18,41346,Working Professional,Metro,2,3-4 times,['Running'],Yes,['Balls'],Offline,4,3,5,3,5,3,5,2150,Very Unlikely,Yes,1,"['Same-day delivery', 'Personalized discounts', 'Fitness events']",['Late delivery'],No,Intermediate,Not Sure
28,62535,Athlete,Metro,4,3-4 times,"['Basketball', 'Gym', 'Tennis', 'Cycling']",Yes,[],Both,5,2,3,3,1,4,5,1474,Very Likely,Yes,2,"['Fitness events', 'Same-day delivery', 'Eco-friendly packaging']","['Not eco-friendly', 'Late delivery', 'Limited stock']",Yes,Beginner,Definitely Not
45,33054,Business Owner,Tier 2,2,5+ times,['Badminton'],No,"['Nets', 'Weights', 'Shoes']",Both,5,5,2,4,4,3,3,1791,Likely,Yes,1,"['Personalized discounts', 'Fitness events', 'Buy-back offers']","['Not eco-friendly', 'Limited stock', 'Late delivery']",Maybe,Beginner,Probably
42,57947,Student,Tier 2,3,1-2 times,"['Tennis', 'Cycling', 'Gym', 'Basketball']",Yes,"['Weights', 'Balls', 'Rackets']",Both,3,2,4,5,3,3,5,791,Neutral,Yes,1,"['Fitness events', 'Personalized discounts', 'Eco-friendly packaging']",['None'],No,Beginner,Definitely
40,71623,Athlete,Metro,1,3-4 times,"['Running', 'Gym', 'Football']",Yes,[],Online,5,2,4,5,1,2,4,1823,Likely,Yes,5,"['Personalized discounts', 'Buy-back offers', 'Loyalty rewards']",['Poor quality'],No,Beginner,Probably
48,12925,Retired,Metro,1,5+ times,"['Badminton', 'Tennis', 'Cricket', 'Basketball']",Yes,[],Offline,5,2,2,5,1,4,5,1845,Unlikely,Yes,3,"['Smart recommendations', 'Loyalty rewards', 'Eco-friendly packaging']",['Expensive pricing'],Maybe,Intermediate,Definitely
47,38046,Student,Metro,1,3-4 times,"['Tennis', 'Basketball', 'Cycling']",Yes,['Shoes'],Offline,5,3,1,4,5,5,4,2432,Very Likely,No,2,"['Eco-friendly packaging', 'Buy-back offers', 'Loyalty rewards']",['None'],Maybe,Intermediate,Definitely
59,58656,Working Professional,Tier 3,2,3-4 times,"['Gym', 'Badminton']",Yes,"['Rackets', 'Nets', 'Yoga Mats']",Online,3,4,2,5,2,3,2,2178,Very Unlikely,Yes,4,"['Loyalty rewards', 'Smart recommendations', 'Fitness events']","['None', 'Limited stock']",Maybe,Expert,Probably
52,46954,Retired,Metro,2,3-4 times,"['Football', 'Running', 'Cycling', 'Gym']",No,[],Online,3,2,2,4,4,2,2,1041,Likely,Maybe,4,"['Buy-back offers', 'Eco-friendly packaging', 'Fitness events']",['Poor personalization'],Yes,Beginner,Definitely
24,55567,Student,Metro,1,3-4 times,"['Cycling', 'Gym']",Yes,[],Online,4,5,1,4,3,2,4,2867,Likely,Maybe,3,"['Same-day delivery', 'Fitness events', 'Eco-friendly packaging']","['Expensive pricing', 'None', 'Poor quality']",Maybe,Beginner,Definitely
33,40940,Retired,Metro,2,5+ times,['Basketball'],Yes,"['Weights', 'Balls']",Both,3,3,1,4,1,5,3,2168,Very Likely,No,2,"['Smart recommendations', 'Loyalty rewards', 'Personalized discounts']","['Limited stock', 'Not eco-friendly', 'No bundling']",Yes,Beginner,Probably
43,51298,Working Professional,Metro,5,3-4 times,"['Tennis', 'Cricket', 'Running']",No,[],Offline,4,3,3,5,3,2,5,2158,Neutral,Yes,4,"['Loyalty rewards', 'Smart recommendations', 'Eco-friendly packaging']","['Late delivery', 'Poor quality']",No,Intermediate,Definitely
19,47664,Business Owner,Metro,5,5+ times,"['Cycling', 'Basketball', 'Badminton', 'Tennis']",Yes,[],Both,5,5,3,4,2,3,3,1992,Likely,Yes,4,"['Same-day delivery', 'Buy-back offers', 'Personalized discounts']",['No bundling'],Yes,Intermediate,Definitely
18,67516,Working Professional,Tier 2,2,Never,"['Cycling', 'Cricket']",No,"['Rackets', 'Balls', 'Shoes']",Online,4,2,1,5,2,2,5,1585,Likely,Yes,5,"['Fitness events', 'Personalized discounts', 'Same-day delivery']","['Not eco-friendly', 'None', 'Expensive pricing']",Maybe,Expert,Definitely
29,53816,Working Professional,Metro,1,Never,"['Tennis', 'Cycling', 'Running']",Yes,['Shoes'],Online,4,4,4,5,3,4,2,2174,Likely,No,1,"['Loyalty rewards', 'Buy-back offers', 'Fitness events']","['Poor personalization', 'Expensive pricing']",Yes,Intermediate,Not Sure
22,55064,Retired,Tier 3,2,3-4 times,"['Cycling', 'Running', 'Badminton']",Yes,"['Weights', 'Yoga Mats', 'Balls']",Online,5,2,4,3,4,4,2,2380,Unlikely,Yes,4,"['Buy-back offers', 'Fitness events', 'Eco-friendly packaging']","['Poor quality', 'Not eco-friendly', 'Poor personalization']",Maybe,Intermediate,Not Sure
54,43821,Homemaker,Metro,2,1-2 times,['Cricket'],No,['Nets'],Online,4,5,2,3,2,3,2,602,Neutral,Maybe,2,"['Loyalty rewards', 'Personalized discounts', 'Fitness events']","['Not eco-friendly', 'Expensive pricing']",Yes,Intermediate,Definitely
49,42685,Athlete,Tier 2,2,1-2 times,['Cycling'],Yes,"['Nets', 'Yoga Mats']",Both,3,3,5,4,3,4,5,1568,Neutral,Maybe,3,"['Loyalty rewards', 'Personalized discounts', 'Eco-friendly packaging']","['None', 'Expensive pricing']",No,Expert,Probably
26,43511,Athlete,Tier 3,3,1-2 times,"['Running', 'Cricket', 'Basketball']",No,[],Offline,3,4,2,4,1,5,2,1796,Likely,Yes,5,"['Buy-back offers', 'Personalized discounts', 'Eco-friendly packaging']","['Poor personalization', 'None', 'Limited stock', 'Poor quality']",Yes,Beginner,Definitely
58,55916,Business Owner,Tier 2,5,1-2 times,"['Badminton', 'Cycling', 'Tennis']",No,"['Shoes', 'Yoga Mats']",Online,3,3,2,5,3,2,2,2204,Neutral,No,2,"['Buy-back offers', 'Fitness events', 'Loyalty rewards']","['Not eco-friendly', 'None', 'No bundling', 'Poor quality']",No,Beginner,Probably
52,43685,Business Owner,Tier 2,4,Never,"['Cycling', 'Badminton', 'Gym', 'Running']",No,['Nets'],Both,3,5,5,4,3,3,2,2954,Likely,Yes,5,"['Loyalty rewards', 'Eco-friendly packaging', 'Fitness events']",['Limited stock'],Maybe,Intermediate,Not Sure
36,54346,Athlete,Metro,4,5+ times,"['Tennis', 'Running', 'Football']",Yes,"['Yoga Mats', 'Weights', 'Rackets']",Online,4,2,1,4,5,5,2,1382,Neutral,Yes,1,"['Eco-friendly packaging', 'Personalized discounts', 'Loyalty rewards']","['Late delivery', 'Not eco-friendly', 'Poor personalization', 'None']",No,Intermediate,Not Sure
33,81131,Homemaker,Metro,3,1-2 times,"['Badminton', 'Tennis', 'Cycling', 'Cricket']",No,"['Yoga Mats', 'Nets', 'Rackets']",Both,4,4,4,5,2,2,3,1601,Very Likely,Yes,4,"['Personalized discounts', 'Smart recommendations', 'Buy-back offers']","['Limited stock', 'Late delivery']",Maybe,Expert,Probably
20,63066,Athlete,Tier 2,2,3-4 times,"['Cycling', 'Basketball', 'Gym']",Yes,"['Nets', 'Rackets']",Online,5,3,2,4,4,5,2,1589,Very Likely,Yes,2,"['Eco-friendly packaging', 'Personalized discounts', 'Buy-back offers']","['Poor personalization', 'Late delivery', 'Poor quality']",Maybe,Intermediate,Definitely Not
37,45109,Homemaker,Tier 3,3,3-4 times,['Cycling'],Yes,['Weights'],Online,4,3,5,4,4,3,2,1358,Likely,Maybe,3,"['Fitness events', 'Same-day delivery', 'Buy-back offers']","['Not eco-friendly', 'Poor quality', 'No bundling']",No,Beginner,Definitely Not
41,68018,Business Owner,Tier 2,3,5+ times,"['Basketball', 'Cycling', 'Tennis', 'Football']",No,"['Yoga Mats', 'Shoes']",Online,4,3,3,5,5,3,3,1722,Likely,Yes,1,"['Same-day delivery', 'Smart recommendations', 'Fitness events']",['Not eco-friendly'],No,Expert,Not Sure
50,43878,Student,Tier 2,1,Never,"['Cricket', 'Tennis']",Yes,"['Nets', 'Yoga Mats']",Online,4,2,2,5,4,5,3,2616,Neutral,Yes,1,"['Smart recommendations', 'Same-day delivery', 'Eco-friendly packaging']","['Poor personalization', 'Not eco-friendly', 'No bundling', 'Late delivery']",Yes,Expert,Probably
41,19428,Retired,Tier 2,5,5+ times,['Cricket'],No,[],Online,5,4,4,3,3,2,5,1156,Very Unlikely,No,5,"['Personalized discounts', 'Fitness events', 'Smart recommendations']",['Expensive pricing'],Yes,Beginner,Definitely
28,34878,Business Owner,Metro,4,3-4 times,"['Football', 'Gym', 'Tennis', 'Running']",No,"['Yoga Mats', 'Weights']",Offline,3,2,1,5,5,4,4,2342,Neutral,No,1,"['Same-day delivery', 'Fitness events', 'Personalized discounts']","['No bundling', 'None']",No,Expert,Definitely
25,21938,Business Owner,Metro,2,3-4 times,"['Running', 'Football', 'Cricket', 'Basketball']",No,[],Both,4,2,2,3,1,4,2,638,Likely,Yes,2,"['Same-day delivery', 'Personalized discounts', 'Buy-back offers']","['Late delivery', 'Poor quality', 'Poor personalization', 'Expensive pricing']",No,Beginner,Definitely
53,44727,Working Professional,Tier 2,4,3-4 times,"['Cycling', 'Basketball']",Yes,[],Both,5,2,2,4,2,5,2,1550,Likely,Maybe,5,"['Eco-friendly packaging', 'Loyalty rewards', 'Same-day delivery']",['Not eco-friendly'],No,Beginner,Definitely
55,50276,Working Professional,Tier 3,4,5+ times,"['Tennis', 'Running', 'Basketball', 'Gym']",No,"['Balls', 'Nets', 'Rackets']",Online,5,5,5,5,2,3,2,1736,Very Likely,No,1,"['Buy-back offers', 'Fitness events', 'Smart recommendations']","['No bundling', 'Not eco-friendly', 'Limited stock']",No,Expert,Not Sure
57,75146,Working Professional,Metro,5,1-2 times,"['Cycling', 'Basketball', 'Tennis']",Yes,[],Offline,5,5,3,5,2,2,5,3339,Likely,Yes,3,"['Eco-friendly packaging', 'Fitness events', 'Smart recommendations']","['None', 'Not eco-friendly', 'Poor quality']",Maybe,Intermediate,Probably
37,54903,Retired,Tier 2,4,3-4 times,"['Badminton', 'Cycling']",No,[],Online,3,5,3,5,3,2,2,1780,Likely,Yes,2,"['Same-day delivery', 'Smart recommendations', 'Buy-back offers']",['Not eco-friendly'],No,Beginner,Probably Not
52,46713,Working Professional,Metro,4,3-4 times,['Football'],Yes,"['Weights', 'Balls', 'Nets']",Online,4,4,1,4,1,3,4,239,Likely,Yes,3,"['Buy-back offers', 'Eco-friendly packaging', 'Same-day delivery']",['Late delivery'],No,Beginner,Definitely
42,62441,Homemaker,Tier 2,3,3-4 times,['Running'],Yes,"['Nets', 'Shoes']",Offline,5,2,4,3,5,4,3,400,Likely,Maybe,3,"['Same-day delivery', 'Buy-back offers', 'Loyalty rewards']",['Not eco-friendly'],No,Intermediate,Definitely
52,16832,Athlete,Metro,5,5+ times,"['Cricket', 'Gym', 'Badminton']",Yes,['Balls'],Offline,3,2,1,4,5,2,5,2027,Neutral,No,5,"['Buy-back offers', 'Loyalty rewards', 'Same-day delivery']","['Limited stock', 'Late delivery']",No,Beginner,Not Sure
42,53534,Student,Metro,1,1-2 times,['Cricket'],Yes,['Weights'],Online,5,5,2,4,2,5,3,2491,Likely,Maybe,4,"['Buy-back offers', 'Fitness events', 'Eco-friendly packaging']","['Late delivery', 'Poor quality']",Maybe,Intermediate,Definitely
46,61562,Business Owner,Tier 2,2,5+ times,"['Gym', 'Football', 'Running', 'Cricket']",Yes,['Yoga Mats'],Online,5,2,2,5,1,4,2,2300,Likely,Yes,5,"['Smart recommendations', 'Personalized discounts', 'Same-day delivery']","['Late delivery', 'Not eco-friendly', 'Limited stock']",Yes,Intermediate,Definitely
35,27821,Homemaker,Metro,4,Never,"['Cricket', 'Cycling', 'Running', 'Football']",No,"['Rackets', 'Nets']",Both,5,2,3,3,1,5,2,2134,Likely,Yes,2,"['Same-day delivery', 'Buy-back offers', 'Personalized discounts']","['No bundling', 'Poor personalization']",Yes,Beginner,Definitely Not
35,67156,Student,Tier 2,2,Never,"['Tennis', 'Cycling', 'Cricket']",Yes,[],Online,5,3,4,4,1,4,2,2929,Very Likely,Yes,2,"['Personalized discounts', 'Smart recommendations', 'Buy-back offers']","['Expensive pricing', 'Poor personalization']",Yes,Intermediate,Not Sure
